coin_id,coin_name,currency,timestamp_ms,open,high,low,close,timestamp,pct_change,rolling_7d,rolling_30d,normalized_close
binancecoin,BNB,gbp,1733184000000,516.17,525.18,496.92,511.23,2024-12-03,,511.23,511.23,1.0
binancecoin,BNB,gbp,1733529600000,511.47,622.34,497.92,574.77,2024-12-07,0.12428848072296228,543.0,543.0,1.1242884807229623
binancecoin,BNB,gbp,1733875200000,574.26,597.01,511.11,528.56,2024-12-11,-0.08039737634184119,538.1866666666666,538.1866666666666,1.0338986366214813
binancecoin,BNB,gbp,1734220800000,528.86,580.35,516.31,566.76,2024-12-15,0.07227183290449535,545.3299999999999,545.3299999999999,1.1086203861275745
binancecoin,BNB,gbp,1734566400000,566.81,579.62,546.34,547.24,2024-12-19,-0.03444138612463832,545.712,545.712,1.0704379633433092
binancecoin,BNB,gbp,1734912000000,545.65,559.06,494.83,515.98,2024-12-23,-0.057123017323295056,540.7566666666667,540.7566666666667,1.0092913170197366
binancecoin,BNB,gbp,1735257600000,516.16,571.47,507.76,548.71,2024-12-27,0.06343269118958106,541.8928571428571,541.8928571428571,1.0733133814525753
binancecoin,BNB,gbp,1735603200000,549.41,579.66,544.13,560.39,2024-12-31,0.021286289661205382,548.9157142857142,544.205,1.0961602409874225
binancecoin,BNB,gbp,1735948800000,560.7,577.62,556.16,573.97,2025-01-04,0.02423312336051686,548.8014285714286,547.5122222222221,1.1227236273301646
binancecoin,BNB,gbp,1736294400000,574.62,593.04,554.86,558.53,2025-01-08,-0.026900360646026855,553.0828571428572,548.614,1.0925219568491675
binancecoin,BNB,gbp,1736640000000,558.67,575.51,547.46,570.74,2025-01-12,0.021860956439224477,553.6514285714286,550.6254545454545,1.1164055317567436
binancecoin,BNB,gbp,1736985600000,570.66,584.36,543.6,583.87,2025-01-16,0.023005221291656497,558.8842857142857,553.3958333333334,1.1420886880660368
binancecoin,BNB,gbp,1737331200000,584.7,598.59,554.35,560.66,2025-01-20,-0.039751999588949705,565.2671428571429,553.9546153846154,1.0966883790074917
binancecoin,BNB,gbp,1737676800000,559.48,586.25,539.06,558.49,2025-01-24,-0.003870438411871624,566.6642857142857,554.2785714285714,1.0924437141795278
binancecoin,BNB,gbp,1738022400000,558.99,559.28,512.84,545.5,2025-01-28,-0.023259145195079656,564.5371428571428,553.6933333333333,1.0670344072139741
binancecoin,BNB,gbp,1738368000000,546.38,554.85,529.8,546.01,2025-02-01,0.0009349220898258181,560.5428571428571,553.213125,1.0680320012518827
binancecoin,BNB,gbp,1738713600000,546.3,549.56,426.61,459.69,2025-02-05,-0.1580923426310873,546.4228571428572,547.7117647058824,0.8991843201690042
binancecoin,BNB,gbp,1739059200000,458.88,510.27,448.38,495.63,2025-02-09,0.07818312340925404,535.6928571428572,544.8183333333333,0.9694853588404436
binancecoin,BNB,gbp,1739404800000,493.77,565.08,482.71,560.76,2025-02-13,0.13140851038072765,532.3914285714285,545.6573684210526,1.0968839856815913
binancecoin,BNB,gbp,1739750400000,560.87,584.24,518.22,536.15,2025-02-17,-0.04388686782224127,528.89,545.182,1.0487451831856502
binancecoin,BNB,gbp,1740096000000,535.67,540.71,500.75,518.68,2025-02-21,-0.03258416487923166,523.2028571428572,543.92,1.014572697220429
binancecoin,BNB,gbp,1740441600000,518.29,537.28,484.74,484.74,2025-02-25,-0.06543533585254868,514.5228571428571,541.23,0.9481837920309841
binancecoin,BNB,gbp,1740787200000,485.89,498.21,443.98,467.31,2025-03-01,-0.03595742047283079,503.28000000000003,538.0160869565218,0.9140895487354028
binancecoin,BNB,gbp,1741132800000,466.93,507.19,432.44,455.9,2025-03-05,-0.024416340330829733,502.73857142857145,534.5945833333334,0.8917708272206247
binancecoin,BNB,gbp,1741478400000,455.33,473.81,447.39,459.34,2025-03-09,0.007545514367185868,497.55428571428575,531.5844000000001,0.898499696809655
binancecoin,BNB,gbp,1741824000000,459.41,459.41,397.62,440.26,2025-03-13,-0.04153785866678272,480.34,528.071923076923,0.8611779433914285
binancecoin,BNB,gbp,1742169600000,439.21,479.95,437.79,465.53,2025-03-17,0.057397901240176186,470.2514285714286,525.7555555555556,0.9106077499364278
binancecoin,BNB,gbp,1742515200000,465.83,495.15,465.72,485.94,2025-03-21,0.043842502094387115,465.5742857142856,524.3335714285714,0.9505310721201807
binancecoin,BNB,gbp,1742860800000,486.14,495.28,479.34,492.0,2025-03-25,0.012470675392023622,466.6114285714285,523.2186206896552,0.9623848365706238
binancecoin,BNB,gbp,1743206400000,493.11,499.16,475.87,478.56,2025-03-29,-0.02731707317073173,468.2185714285714,521.73,0.9360952995716214
binancecoin,BNB,gbp,1743552000000,478.48,481.37,455.23,472.8,2025-04-02,-0.012036108324974926,470.6328571428571,520.4490000000001,0.9248283551434775
binancecoin,BNB,gbp,1743897600000,472.57,473.02,439.31,461.3,2025-04-06,-0.024323181049069387,470.9128571428572,516.6666666666666,0.9023335876220097
binancecoin,BNB,gbp,1744243200000,460.9,460.9,405.33,454.23,2025-04-10,-0.015326251896813359,472.90857142857146,514.189,0.8885041957631594
binancecoin,BNB,gbp,1744588800000,454.1,458.34,438.23,446.09,2025-04-14,-0.017920436783127602,470.1314285714285,510.1666666666667,0.8725818124914422
binancecoin,BNB,gbp,1744934400000,446.17,450.54,434.85,444.88,2025-04-18,-0.002712457127485468,464.2657142857143,506.7546666666667,0.8702149717348355
binancecoin,BNB,gbp,1745280000000,444.92,453.94,443.05,446.06,2025-04-22,0.0026524006473656048,457.70285714285717,504.424,0.8725231304892123
binancecoin,BNB,gbp,1745625600000,446.28,466.19,446.28,450.83,2025-04-26,0.010693628659821597,453.7414285714285,501.16133333333335,0.8818535688437689
binancecoin,BNB,gbp,1745971200000,450.89,457.42,446.59,447.89,2025-04-30,-0.006521305148282086,450.1828571428572,497.41133333333335,0.8761027326252371
binancecoin,BNB,gbp,1746316800000,448.11,455.02,445.21,451.41,2025-05-04,0.007859072540132628,448.77,493.32599999999996,0.8829880875535473
binancecoin,BNB,gbp,1746662400000,451.44,455.72,439.89,453.72,2025-05-08,0.005117299129394626,448.69714285714286,489.8323333333334,0.8875066017252509
binancecoin,BNB,gbp,1747008000000,453.63,506.84,450.73,489.85,2025-05-12,0.07963060918628218,454.9485714285715,487.136,0.9581792930774798
binancecoin,BNB,gbp,1747353600000,489.99,523.31,485.25,489.38,2025-05-16,-0.0009594773910380772,461.3057142857143,483.98633333333333,0.957259941709211
binancecoin,BNB,gbp,1747699200000,489.43,494.75,475.81,487.34,2025-05-20,-0.0041685397850341754,467.20285714285717,481.5423333333334,0.9532695655575767
binancecoin,BNB,gbp,1748044800000,487.29,513.18,479.96,483.92,2025-05-24,-0.007017687856527233,471.93,479.0566666666667,0.9465798173033664
binancecoin,BNB,gbp,1748390400000,485.22,513.06,485.22,508.69,2025-05-28,0.05118614647049102,480.61571428571426,477.82966666666664,0.995031590477867
binancecoin,BNB,gbp,1748736000000,508.65,513.91,481.91,489.27,2025-06-01,-0.0381764925593191,486.0242857142857,475.93833333333333,0.9570447743677013
binancecoin,BNB,gbp,1749081600000,489.26,496.61,480.74,489.79,2025-06-05,0.0010628078566028432,491.1771428571428,476.94166666666666,0.95806192907302
binancecoin,BNB,gbp,1749427200000,489.74,494.09,462.16,481.83,2025-06-09,-0.01625186304334514,490.03142857142853,476.4816666666667,0.9424916378146821
binancecoin,BNB,gbp,1749772800000,481.84,498.88,478.08,481.86,2025-06-13,6.226262374697811e-05,488.9571428571429,473.85166666666663,0.9425503198169122
binancecoin,BNB,gbp,1750118400000,481.47,486.0,471.26,480.07,2025-06-17,-0.003714771925455551,487.91857142857145,471.9823333333334,0.9390489603505271
binancecoin,BNB,gbp,1750464000000,479.52,486.22,474.59,476.71,2025-06-21,-0.006998979315516518,486.8885714285714,470.5833333333333,0.9324765761007765
binancecoin,BNB,gbp,1750809600000,476.79,479.3,449.81,472.57,2025-06-25,-0.008684525183025316,481.7285714285714,470.17766666666665,0.9243784597930481
binancecoin,BNB,gbp,1751155200000,473.17,477.14,466.63,472.83,2025-06-29,0.0005501830416658748,479.38,470.3616666666666,0.9248870371457073
binancecoin,BNB,gbp,1751500800000,472.82,487.5,469.23,483.53,2025-07-03,0.022629697777213797,478.4857142857143,471.28266666666667,0.9458169512743774
binancecoin,BNB,gbp,1751846400000,483.53,487.73,476.76,485.82,2025-07-07,0.004736003970798208,479.05571428571426,472.1653333333333,0.9502963441112611
binancecoin,BNB,gbp,1752192000000,485.79,505.64,482.46,504.5,2025-07-11,0.03845045490099208,482.28999999999996,474.3066666666667,0.9868356708330888
binancecoin,BNB,gbp,1752537600000,504.97,524.29,504.03,513.35,2025-07-15,0.017542120911793857,487.04428571428576,475.90066666666667,1.0041468614909141
binancecoin,BNB,gbp,1752883200000,513.24,564.24,502.84,543.89,2025-07-19,0.059491574948865145,496.6414285714286,477.83233333333334,1.0638851397609685
binancecoin,BNB,gbp,1753228800000,543.99,581.9,538.66,581.71,2025-07-23,0.06953611943591542,512.2328571428571,480.8226666666667,1.137863583905483
binancecoin,BNB,gbp,1753574400000,581.9,596.83,550.43,591.29,2025-07-27,0.01646868714651628,529.1557142857143,484.58033333333333,1.1566027032842359
binancecoin,BNB,gbp,1753920000000,590.24,639.77,583.93,598.74,2025-07-31,0.012599570430753104,545.6142857142856,488.7783333333333,1.1711754005046653
binancecoin,BNB,gbp,1754265600000,598.31,613.72,550.91,565.32,2025-08-04,-0.05581721615392321,556.9714285714286,492.24566666666664,1.1058036500205388
binancecoin,BNB,gbp,1754611200000,565.68,585.22,561.85,585.22,2025-08-08,0.03520130191749793,568.5028571428572,496.612,1.144729378166383
binancecoin,BNB,gbp,1754956800000,585.69,613.33,581.17,600.54,2025-08-12,0.02617818939885841,580.9585714285714,501.76033333333334,1.17469632063846
binancecoin,BNB,gbp,1755302400000,600.15,638.07,593.79,610.23,2025-08-16,0.016135478069737363,590.4357142857143,507.272,1.193650607358723
binancecoin,BNB,gbp,1755648000000,610.48,636.26,610.12,610.58,2025-08-20,0.0005735542336495758,594.5600000000001,512.756,1.1943352307180721
binancecoin,BNB,gbp,1755993600000,610.45,665.36,608.01,650.9,2025-08-24,0.06603557273412153,603.0757142857143,519.425,1.2732038417150793
binancecoin,BNB,gbp,1756339200000,650.96,657.08,616.96,633.93,2025-08-28,-0.02607159317867569,608.1028571428571,525.6263333333334,1.2400093891203567
binancecoin,BNB,gbp,1756684800000,633.45,651.94,631.19,635.27,2025-09-01,0.002113798053412941,618.0957142857143,531.755,1.2426305185532929
binancecoin,BNB,gbp,1757030400000,634.38,642.74,621.09,627.54,2025-09-05,-0.012168054527995964,624.1414285714285,537.549,1.2275101226453846
binancecoin,BNB,gbp,1757376000000,627.58,655.55,626.62,647.97,2025-09-09,0.03255569366096189,630.9171428571428,542.8196666666666,1.2674725661639574
binancecoin,BNB,gbp,1757721600000,648.67,684.96,643.31,682.43,2025-09-13,0.05318147445097754,641.2314285714285,549.2546666666666,1.3348786260587209
binancecoin,BNB,gbp,1758067200000,682.52,702.07,671.5,699.64,2025-09-17,0.02521870374983526,653.9542857142857,556.3313333333333,1.368542534671283
binancecoin,BNB,gbp,1758412800000,700.23,773.63,693.23,773.59,2025-09-21,0.10569721571093704,671.4814285714285,565.987,1.5131936701680262
binancecoin,BNB,gbp,1758758400000,774.23,800.79,714.69,756.78,2025-09-25,-0.021729856900942424,689.0314285714285,574.2566666666667,1.480312188251863
binancecoin,BNB,gbp,1759104000000,757.26,757.88,699.14,740.67,2025-09-29,-0.02128756045350033,704.0885714285714,582.6366666666667,1.448799953054398
binancecoin,BNB,gbp,1759449600000,740.88,816.46,739.44,810.82,2025-10-03,0.09471154495254308,730.2714285714286,593.3376666666667,1.586018034935352
binancecoin,BNB,gbp,1759795200000,811.56,921.24,807.12,908.13,2025-10-07,0.12001430650452627,767.4371428571429,607.5476666666667,1.7763628895017898
binancecoin,BNB,gbp,1760140800000,909.53,991.83,681.23,831.91,2025-10-11,-0.08393071476550718,788.7914285714286,619.216,1.6272714825029828
binancecoin,BNB,gbp,1760486400000,827.18,1028.73,811.84,910.01,2025-10-15,0.09388034763375841,818.8442857142857,633.5473333333334,1.7800402949748644
binancecoin,BNB,gbp,1760832000000,908.45,915.15,763.4,813.63,2025-10-19,-0.10591092405577962,824.5642857142857,644.7779999999999,1.591514582477554
binancecoin,BNB,gbp,1761177600000,813.8,850.99,788.62,802.46,2025-10-23,-0.013728598994628971,831.09,655.7743333333333,1.5696653169806154
binancecoin,BNB,gbp,1761523200000,802.92,862.39,802.92,853.43,2025-10-27,0.06351718465717915,847.1985714285714,668.461,1.6693660387692426
binancecoin,BNB,gbp,1761868800000,854.34,883.71,798.39,819.81,2025-10-31,-0.039393974901280715,848.482857142857,679.6703333333334,1.6036030749369168
binancecoin,BNB,gbp,1762214400000,819.03,840.45,741.95,755.33,2025-11-04,-0.07865237067125297,826.6542857142857,688.654,1.4774758914774173
binancecoin,BNB,gbp,1762560000000,755.76,761.76,682.56,752.67,2025-11-08,-0.003521639548277,815.3342857142858,696.9263333333332,1.4722727539463645
binancecoin,BNB,gbp,1762905600000,753.38,773.73,727.35,727.69,2025-11-12,-0.033188515551303865,789.2885714285713,704.071,1.4234102067562546
binancecoin,BNB,gbp,1763251200000,728.18,745.86,676.3,708.19,2025-11-16,-0.026797125149445544,774.2257142857143,709.5476666666667,1.3852669053068092
binancecoin,BNB,gbp,1763596800000,708.42,721.13,667.72,685.03,2025-11-20,-0.032703088154309,757.45,712.9916666666667,1.3399643995853137
binancecoin,BNB,gbp,1763942400000,686.3,699.21,608.69,643.69,2025-11-24,-0.06034772199757665,727.4871428571429,714.7383333333333,1.2591006005124896
binancecoin,BNB,gbp,1764288000000,643.51,680.66,635.87,676.23,2025-11-28,0.05055228448476745,706.9757142857144,717.3213333333333,1.3227510122645385
binancecoin,BNB,gbp,1764633600000,676.42,684.28,606.96,626.42,2025-12-02,-0.0736583706727002,688.5600000000001,719.358,1.2253193278954677
bitcoin,Bitcoin,gbp,1733184000000,76555.0,77346.0,74666.0,75706.0,2024-12-03,,75706.0,75706.0,1.0
bitcoin,Bitcoin,gbp,1733529600000,75728.0,81586.0,72865.0,78442.0,2024-12-07,0.036139803978548546,77074.0,77074.0,1.0361398039785485
bitcoin,Bitcoin,gbp,1733875200000,78412.0,79408.0,74036.0,75635.0,2024-12-11,-0.035784401213635575,76594.33333333333,76594.33333333333,0.9990621615195625
bitcoin,Bitcoin,gbp,1734220800000,75621.0,81345.0,74925.0,80300.0,2024-12-15,0.06167779467177903,77520.75,77520.75,1.0606821123821097
bitcoin,Bitcoin,gbp,1734566400000,80321.0,85194.0,79768.0,79863.0,2024-12-19,-0.00544209215442093,77989.2,77989.2,1.0549097825799805
bitcoin,Bitcoin,gbp,1734912000000,79684.0,81607.0,73760.0,75654.0,2024-12-23,-0.05270275346530939,77600.0,77600.0,0.9993131323805247
bitcoin,Bitcoin,gbp,1735257600000,75664.0,79638.0,73776.0,76364.0,2024-12-27,0.009384830940862399,77423.42857142857,77423.42857142857,1.0086915171848996
bitcoin,Bitcoin,gbp,1735603200000,76379.0,77609.0,72860.0,73825.0,2024-12-31,-0.033248651196899015,77154.71428571429,76973.625,0.9751538847647478
bitcoin,Bitcoin,gbp,1735948800000,73847.0,79643.0,73226.0,78954.0,2025-01-04,0.06947511005756857,77227.85714285714,77193.66666666667,1.0429028082318443
bitcoin,Bitcoin,gbp,1736294400000,78979.0,81954.0,77036.0,77709.0,2025-01-08,-0.015768675431263812,77524.14285714286,77245.2,1.0264576123424827
bitcoin,Bitcoin,gbp,1736640000000,77588.0,78380.0,74122.0,77460.0,2025-01-12,-0.003204262054588236,77118.42857142857,77264.72727272728,1.0231685731646105
bitcoin,Bitcoin,gbp,1736985600000,77471.0,82267.0,73933.0,81939.0,2025-01-16,0.05782339271882253,77415.0,77654.25,1.082331651388265
bitcoin,Bitcoin,gbp,1737331200000,82134.0,87316.0,79933.0,83214.0,2025-01-20,0.015560355874491894,78495.0,78081.92307692308,1.0991731170580932
bitcoin,Bitcoin,gbp,1737676800000,83108.0,89249.0,81541.0,84270.0,2025-01-24,0.012690172326771831,79624.42857142857,78523.92857142857,1.1131218133305154
bitcoin,Bitcoin,gbp,1738022400000,84204.0,85701.0,78558.0,81830.0,2025-01-28,-0.028954550848463323,80768.0,78744.33333333333,1.0808918711859035
bitcoin,Bitcoin,gbp,1738368000000,82000.0,85302.0,80599.0,82560.0,2025-02-01,0.00892093364291835,81283.14285714286,78982.8125,1.0905344358439226
bitcoin,Bitcoin,gbp,1738713600000,82578.0,82855.0,75231.0,78633.0,2025-02-05,-0.04756540697674416,81415.14285714286,78962.23529411765,1.0386627215808522
bitcoin,Bitcoin,gbp,1739059200000,78455.0,80331.0,76952.0,77854.0,2025-02-09,-0.009906782139814108,81471.42857142857,78900.66666666667,1.0283729162814044
bitcoin,Bitcoin,gbp,1739404800000,77770.0,79735.0,75998.0,78592.0,2025-02-13,0.009479281732473588,80993.28571428571,78884.42105263157,1.0381211528808814
bitcoin,Bitcoin,gbp,1739750400000,78620.0,78759.0,76094.0,76402.0,2025-02-17,-0.027865431596091228,80020.14285714286,78760.3,1.0091934589068237
bitcoin,Bitcoin,gbp,1740096000000,76383.0,77962.0,74181.0,77639.0,2025-02-21,0.016190675636763352,79072.85714285714,78706.90476190476,1.0255329828547275
bitcoin,Bitcoin,gbp,1740441600000,77617.0,78666.0,72433.0,72433.0,2025-02-25,-0.06705392908203356,77730.42857142857,78421.72727272728,0.9567669669511003
bitcoin,Bitcoin,gbp,1740787200000,72584.0,73216.0,62241.0,67161.0,2025-03-01,-0.07278450430052597,75530.57142857143,77932.13043478261,0.8871291575304467
bitcoin,Bitcoin,gbp,1741132800000,67062.0,75308.0,64285.0,68258.0,2025-03-05,0.016333884248298958,74048.42857142857,77529.04166666667,0.9016194225028399
bitcoin,Bitcoin,gbp,1741478400000,68043.0,71892.0,65955.0,66718.0,2025-03-09,-0.022561457997597345,72457.57142857143,77096.6,0.8812775737722242
bitcoin,Bitcoin,gbp,1741824000000,66741.0,66981.0,59585.0,64710.0,2025-03-13,-0.030096825444407838,70474.42857142857,76620.19230769231,0.8547539164663303
bitcoin,Bitcoin,gbp,1742169600000,64551.0,65874.0,61766.0,63882.0,2025-03-17,-0.012795549374130744,68685.85714285714,76148.4074074074,0.8438168705254537
bitcoin,Bitcoin,gbp,1742515200000,63874.0,67186.0,62516.0,64978.0,2025-03-21,0.017156632541247996,66877.14285714286,75749.46428571429,0.8582939265051647
bitcoin,Bitcoin,gbp,1742860800000,65028.0,68539.0,64396.0,67576.0,2025-03-25,0.039982763396841925,66183.28571428571,75467.62068965517,0.8926108894935673
bitcoin,Bitcoin,gbp,1743206400000,67705.0,68388.0,64617.0,65165.0,2025-03-29,-0.035678347342251726,65898.14285714286,75124.2,0.8607640081367395
bitcoin,Bitcoin,gbp,1743552000000,65145.0,66118.0,62817.0,65955.0,2025-04-02,0.012123072201335017,65569.14285714286,74799.16666666667,0.8711991123556918
bitcoin,Bitcoin,gbp,1743897600000,65897.0,67519.0,61834.0,64911.0,2025-04-06,-0.01582897430065955,65311.0,74348.13333333333,0.8574089239954561
bitcoin,Bitcoin,gbp,1744243200000,64848.0,65053.0,57777.0,64456.0,2025-04-10,-0.007009597756928665,65274.71428571428,73975.5,0.8513988323250469
bitcoin,Bitcoin,gbp,1744588800000,64410.0,65534.0,60756.0,63897.0,2025-04-14,-0.008672582847213617,65276.857142857145,73428.73333333334,0.844015005415687
bitcoin,Bitcoin,gbp,1744934400000,63921.0,65150.0,62648.0,64025.0,2025-04-18,0.002003223938526144,65140.71428571428,72900.8,0.8457057564790109
bitcoin,Bitcoin,gbp,1745280000000,64032.0,65929.0,63375.0,65369.0,2025-04-22,0.020991800078094425,64825.42857142857,72557.96666666666,0.8634586426439119
bitcoin,Bitcoin,gbp,1745625600000,65397.0,71828.0,65371.0,71188.0,2025-04-26,0.0890177301167221,65685.85714285714,72385.43333333333,0.9403217710617389
bitcoin,Bitcoin,gbp,1745971200000,71163.0,71598.0,69787.0,70291.0,2025-04-30,-0.012600438276113901,66305.28571428571,72267.63333333333,0.9284733046257893
bitcoin,Bitcoin,gbp,1746316800000,70297.0,73583.0,70051.0,72258.0,2025-05-04,0.02798366789489415,67354.85714285714,72044.43333333333,0.9544553932317121
bitcoin,Bitcoin,gbp,1746662400000,72236.0,73290.0,69898.0,72990.0,2025-05-08,0.010130366187826922,68574.0,71887.13333333333,0.9641243758750958
bitcoin,Bitcoin,gbp,1747008000000,73003.0,78804.0,72911.0,78267.0,2025-05-12,0.07229757501027545,70626.85714285714,71914.03333333334,1.0338282302591604
bitcoin,Bitcoin,gbp,1747353600000,78345.0,79927.0,76539.0,77946.0,2025-05-16,-0.0041013453946107115,72615.57142857143,71780.93333333333,1.0295881436081684
bitcoin,Bitcoin,gbp,1747699200000,77987.0,80065.0,76559.0,79070.0,2025-05-20,0.014420239653093248,74572.85714285714,71642.8,1.0444350513829814
bitcoin,Bitcoin,gbp,1748044800000,79058.0,83360.0,78146.0,79168.0,2025-05-24,0.0012394081193878304,75712.85714285714,71472.73333333334,1.045729532665839
bitcoin,Bitcoin,gbp,1748390400000,79123.0,81737.0,78856.0,80709.0,2025-05-28,0.01946493532740501,77201.14285714286,71435.36666666667,1.066084590389137
bitcoin,Bitcoin,gbp,1748736000000,80661.0,80962.0,76742.0,77776.0,2025-06-01,-0.0363404329133058,77989.42857142857,71275.9,1.0273426148521914
bitcoin,Bitcoin,gbp,1749081600000,77775.0,78976.0,76793.0,77349.0,2025-06-05,-0.005490125488582631,78612.14285714286,71233.1,1.0217023749768843
bitcoin,Bitcoin,gbp,1749427200000,77340.0,78835.0,74231.0,78094.0,2025-06-09,0.009631669446275914,78587.42857142857,71241.1,1.0315430745251366
bitcoin,Bitcoin,gbp,1749772800000,78099.0,81641.0,77768.0,77796.0,2025-06-13,-0.0038159141547365882,78566.0,71214.56666666667,1.0276067947058358
bitcoin,Bitcoin,gbp,1750118400000,77730.0,80123.0,76010.0,78812.0,2025-06-17,0.013059797418890406,78529.14285714286,71294.9,1.0410271312709694
bitcoin,Bitcoin,gbp,1750464000000,78744.0,79285.0,76206.0,76761.0,2025-06-21,-0.02602395574278027,78185.28571428571,71265.63333333333,1.0139354872797401
bitcoin,Bitcoin,gbp,1750809600000,76763.0,78203.0,73442.0,77837.0,2025-06-25,0.01401753494613156,77775.0,71445.76666666666,1.0281483634058066
bitcoin,Bitcoin,gbp,1751155200000,77880.0,79397.0,77665.0,78224.0,2025-06-29,0.004971928517286228,77839.0,71814.53333333334,1.033260243573825
bitcoin,Bitcoin,gbp,1751500800000,78225.0,80398.0,76651.0,79723.0,2025-07-03,0.01916291675189208,78178.14285714286,72196.7,1.05306052360447
bitcoin,Bitcoin,gbp,1751846400000,79767.0,80857.0,78647.0,80016.0,2025-07-07,0.0036752254681835517,78452.71428571429,72639.96666666666,1.0569307584603598
bitcoin,Bitcoin,gbp,1752192000000,80007.0,85773.0,78936.0,85304.0,2025-07-11,0.06608678264347123,79525.28571428571,73326.43333333333,1.1267799117639288
bitcoin,Bitcoin,gbp,1752537600000,85397.0,91099.0,85257.0,89251.0,2025-07-15,0.04626981149770226,81016.57142857143,74172.06666666667,1.1789158058806435
bitcoin,Bitcoin,gbp,1752883200000,89253.0,89948.0,86627.0,87966.0,2025-07-19,-0.014397597786019234,82617.28571428571,74938.33333333333,1.1619422502839933
